Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28034943,CHILDMORT_MORTALITY_10TO14,REGION,EMR,YEAR,2018,SEX,BTSX,,,,,,,2.96 [2.1-4.66],2.95551,2.09768,4.65752,,2022-01-26T15:46:58Z,2018,2018-01-01,2018-12-31
28034944,CHILDMORT_MORTALITY_10TO14,REGION,EMR,YEAR,2019,SEX,BTSX,,,,,,,2.88 [2.03-4.64],2.87862,2.02531,4.64429,,2022-01-26T15:46:58Z,2019,2019-01-01,2019-12-31
28034945,CHILDMORT_MORTALITY_10TO14,REGION,EMR,YEAR,2020,SEX,BTSX,,,,,,,2.81 [1.96-4.66],2.80913,1.95509,4.65802,,2022-01-26T15:46:58Z,2020,2020-01-01,2020-12-31
28034946,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1990,SEX,BTSX,,,,,,,1.72 [1.55-1.92],1.72228,1.5533,1.92293,,2022-01-26T15:46:58Z,1990,1990-01-01,1990-12-31
28034947,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1991,SEX,BTSX,,,,,,,1.74 [1.57-1.93],1.73822,1.57458,1.92985,,2022-01-26T15:46:58Z,1991,1991-01-01,1991-12-31
28034948,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1992,SEX,BTSX,,,,,,,1.77 [1.61-1.95],1.7675399999999999,1.6104,1.95061,,2022-01-26T15:46:58Z,1992,1992-01-01,1992-12-31
28034949,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1993,SEX,BTSX,,,,,,,1.76 [1.61-1.93],1.75936,1.60735,1.93438,,2022-01-26T15:46:58Z,1993,1993-01-01,1993-12-31
28034950,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1994,SEX,BTSX,,,,,,,1.74 [1.59-1.9],1.73835,1.59356,1.9031,,2022-01-26T15:46:58Z,1994,1994-01-01,1994-12-31
28034951,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1995,SEX,BTSX,,,,,,,1.7 [1.57-1.86],1.70326,1.56559,1.85945,,2022-01-26T15:46:58Z,1995,1995-01-01,1995-12-31
28034952,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1996,SEX,BTSX,,,,,,,1.68 [1.55-1.83],1.67771,1.54743,1.82589,,2022-01-26T15:46:58Z,1996,1996-01-01,1996-12-31
28034953,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1997,SEX,BTSX,,,,,,,1.65 [1.53-1.79],1.64866,1.52689,1.78777,,2022-01-26T15:46:58Z,1997,1997-01-01,1997-12-31
28034954,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1998,SEX,BTSX,,,,,,,1.63 [1.51-1.76],1.62787,1.51452,1.75761,,2022-01-26T15:46:58Z,1998,1998-01-01,1998-12-31
28034955,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,1999,SEX,BTSX,,,,,,,1.72 [1.59-1.87],1.72045,1.58682,1.87421,,2022-01-26T15:46:58Z,1999,1999-01-01,1999-12-31
28034956,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2000,SEX,BTSX,,,,,,,1.58 [1.48-1.69],1.57904,1.48433,1.689,,2022-01-26T15:46:58Z,2000,2000-01-01,2000-12-31
28034957,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2001,SEX,BTSX,,,,,,,1.54 [1.45-1.64],1.53859,1.45149,1.636,,2022-01-26T15:46:58Z,2001,2001-01-01,2001-12-31
28034958,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2002,SEX,BTSX,,,,,,,1.49 [1.41-1.57],1.48588,1.40773,1.57289,,2022-01-26T15:46:58Z,2002,2002-01-01,2002-12-31
28034959,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2003,SEX,BTSX,,,,,,,1.43 [1.36-1.5],1.42626,1.35737,1.50351,,2022-01-26T15:46:58Z,2003,2003-01-01,2003-12-31
28034960,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2004,SEX,BTSX,,,,,,,1.37 [1.31-1.43],1.3669,1.30739,1.43389,,2022-01-26T15:46:58Z,2004,2004-01-01,2004-12-31
28034961,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2005,SEX,BTSX,,,,,,,1.31 [1.26-1.37],1.31121,1.26034,1.3667,,2022-01-26T15:46:58Z,2005,2005-01-01,2005-12-31
28034962,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2006,SEX,BTSX,,,,,,,1.26 [1.22-1.3],1.25937,1.21741,1.30472,,2022-01-26T15:46:58Z,2006,2006-01-01,2006-12-31
28034963,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2007,SEX,BTSX,,,,,,,1.21 [1.18-1.25],1.21022,1.17638,1.24589,,2022-01-26T15:46:58Z,2007,2007-01-01,2007-12-31
28034964,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2008,SEX,BTSX,,,,,,,1.16 [1.14-1.19],1.16275,1.13631,1.1904,,2022-01-26T15:46:58Z,2008,2008-01-01,2008-12-31
28034965,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2009,SEX,BTSX,,,,,,,1.12 [1.1-1.14],1.1167,1.09602,1.13766,,2022-01-26T15:46:58Z,2009,2009-01-01,2009-12-31
28034966,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2010,SEX,BTSX,,,,,,,1.07 [1.06-1.09],1.07276,1.05599,1.08943,,2022-01-26T15:46:58Z,2010,2010-01-01,2010-12-31
28034967,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2011,SEX,BTSX,,,,,,,1.03 [1.02-1.05],1.03156,1.01655,1.04589,,2022-01-26T15:46:58Z,2011,2011-01-01,2011-12-31
28034968,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2012,SEX,BTSX,,,,,,,0.99 [0.98-1.01],0.99418,0.98045,1.00753,,2022-01-26T15:46:58Z,2012,2012-01-01,2012-12-31
28034969,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2013,SEX,BTSX,,,,,,,0.96 [0.95-0.97],0.96122,0.94785,0.97401,,2022-01-26T15:46:58Z,2013,2013-01-01,2013-12-31
28034970,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2014,SEX,BTSX,,,,,,,0.93 [0.92-0.95],0.93227,0.91961,0.94512,,2022-01-26T15:46:58Z,2014,2014-01-01,2014-12-31
28034971,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2015,SEX,BTSX,,,,,,,0.91 [0.89-0.92],0.90669,0.89451,0.91908,,2022-01-26T15:46:58Z,2015,2015-01-01,2015-12-31
28034972,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2016,SEX,BTSX,,,,,,,0.88 [0.87-0.89],0.88199,0.86957,0.89421,,2022-01-26T15:46:58Z,2016,2016-01-01,2016-12-31
28034973,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2017,SEX,BTSX,,,,,,,0.86 [0.85-0.87],0.85718,0.84525,0.8695,,2022-01-26T15:46:58Z,2017,2017-01-01,2017-12-31
28034974,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2018,SEX,BTSX,,,,,,,0.83 [0.82-0.85],0.83113,0.81905,0.84516,,2022-01-26T15:46:58Z,2018,2018-01-01,2018-12-31
28034975,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2019,SEX,BTSX,,,,,,,0.81 [0.79-0.82],0.80589,0.79183,0.82213,,2022-01-26T15:46:58Z,2019,2019-01-01,2019-12-31
28034976,CHILDMORT_MORTALITY_10TO14,REGION,EUR,YEAR,2020,SEX,BTSX,,,,,,,0.78 [0.76-0.8],0.78276,0.76425,0.80397,,2022-01-26T15:46:58Z,2020,2020-01-01,2020-12-31
28034977,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1990,SEX,BTSX,,,,,,,5.09 [4.67-5.68],5.09217,4.67069,5.6841,,2022-01-26T15:46:58Z,1990,1990-01-01,1990-12-31
28034978,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1991,SEX,BTSX,,,,,,,5.11 [4.7-5.65],5.10863,4.6984,5.64639,,2022-01-26T15:46:58Z,1991,1991-01-01,1991-12-31
28034979,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1992,SEX,BTSX,,,,,,,4.91 [4.53-5.4],4.90938,4.53468,5.40312,,2022-01-26T15:46:58Z,1992,1992-01-01,1992-12-31
28034980,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1993,SEX,BTSX,,,,,,,4.86 [4.51-5.33],4.86059,4.50795,5.33341,,2022-01-26T15:46:58Z,1993,1993-01-01,1993-12-31
28034981,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1994,SEX,BTSX,,,,,,,4.94 [4.6-5.41],4.93889,4.59526,5.41334,,2022-01-26T15:46:58Z,1994,1994-01-01,1994-12-31
28034982,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1995,SEX,BTSX,,,,,,,4.64 [4.32-5.08],4.6423,4.32218,5.08024,,2022-01-26T15:46:58Z,1995,1995-01-01,1995-12-31
28034983,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1996,SEX,BTSX,,,,,,,4.52 [4.22-4.94],4.52278,4.22028,4.94314,,2022-01-26T15:46:58Z,1996,1996-01-01,1996-12-31
28034984,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1997,SEX,BTSX,,,,,,,4.39 [4.1-4.79],4.39311,4.0978,4.79253,,2022-01-26T15:46:58Z,1997,1997-01-01,1997-12-31
28034985,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1998,SEX,BTSX,,,,,,,4.28 [4.0-4.67],4.27996,4.00076,4.66568,,2022-01-26T15:46:58Z,1998,1998-01-01,1998-12-31
28034986,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,1999,SEX,BTSX,,,,,,,4.15 [3.89-4.52],4.15472,3.89026,4.52034,,2022-01-26T15:46:58Z,1999,1999-01-01,1999-12-31
28034987,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,2000,SEX,BTSX,,,,,,,4.03 [3.77-4.37],4.02817,3.77226,4.36752,,2022-01-26T15:46:58Z,2000,2000-01-01,2000-12-31
28034988,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,2001,SEX,BTSX,,,,,,,3.94 [3.7-4.26],3.94325,3.69743,4.26084,,2022-01-26T15:46:58Z,2001,2001-01-01,2001-12-31
28034989,CHILDMORT_MORTALITY_10TO14,REGION,GLOBAL,YEAR,2002,SEX,BTSX,,,,,,,3.88 [3.64-4.18],3.87802,3.63825,4.17824,,2022-01-26T15:46:58Z,2002,2002-01-01,2002-12-31
